fetch_timestamp_utc,data_timestamp_utc,symbol,last_price,mark_price,index_price,open_interest,funding_rate
2026-05-11T23:00:54.071008+00:00,2026-05-11T23:00:00+00:00,SUIUSDT,1.29610,1.29590,1.29683,69257920,0.00009411
2026-05-11T23:00:54.182888+00:00,2026-05-11T23:00:00+00:00,POLUSDT,0.10291,0.10291,0.10306,157245420,0.00005
2026-05-11T23:00:54.292395+00:00,2026-05-11T23:00:00+00:00,NEARUSDT,1.5506,1.5503,1.5513,41656813.5,0.0001
2026-05-11T23:00:54.401411+00:00,2026-05-11T23:00:00+00:00,DOTUSDT,1.3638,1.3638,1.3648,15587911.3,0.00007308
2026-05-11T23:00:54.512249+00:00,2026-05-11T23:00:00+00:00,TRXUSDT,0.35117,0.35117,0.35138,113519072,0.00003553
2026-05-12T00:02:31.782654+00:00,2026-05-12T00:00:00+00:00,BTCUSDT,81684.00,81684.00,81716.41,51984.693,0.00008026
2026-05-12T00:02:32.050878+00:00,2026-05-12T00:00:00+00:00,ETHUSDT,2337.54,2337.54,2338.69,757696.84,0.00000394
2026-05-12T00:02:32.368233+00:00,2026-05-12T00:00:00+00:00,SOLUSDT,97.270,97.279,97.329,7872925,0.0001
2026-05-12T00:02:32.767240+00:00,2026-05-12T00:00:00+00:00,XRPUSDT,1.4785,1.4786,1.4795,185229482.6,-0.00001863
2026-05-12T00:02:33.042947+00:00,2026-05-12T00:00:00+00:00,ADAUSDT,0.2804,0.2804,0.2806,270502764,-0.00009472
2026-05-12T00:02:33.445837+00:00,2026-05-12T00:00:00+00:00,DOGEUSDT,0.11123,0.11123,0.11130,1542168637,0.0001
2026-05-12T00:02:33.939293+00:00,2026-05-12T00:00:00+00:00,LINKUSDT,10.576,10.578,10.586,6864835.2,0.0001
2026-05-12T00:02:34.412008+00:00,2026-05-12T00:00:00+00:00,AVAXUSDT,10.131,10.130,10.135,6626830.8,0.0001
