symbol,side,entry_time,exit_time,entry_idx,exit_idx,entry_price,exit_price,pnl_pct,net_pnl_pct,pnl_portfolio_pct,exit_reason,mfe_atr,mae_atr,bars_held,rsi_14,adx_1h,adx_prev_1h,vol_ratio,atr,ema20,ema50,ema200,btc_adx,btc_ema20,btc_ema50,btc_ema200,btc_regime_pass,confirmation_type,had_pullback,close_position,execution_model,balance_before_entry,balance_before_exit,balance_after_exit,forward_return_4bars,forward_return_8bars
BCHUSDT,long,2021-08-08 00:00:00,2021-08-08 14:00:00,5256,5270,585.36,565.1657142857143,-3.4498916417735552,-3.5898916417735554,-1.1392509999999842,STOP_LOSS,0.16935483870968082,2.3977079796264866,14,61.639703884242216,43.57698178249263,43.268157317728445,1.8031852866671503,10.097142857142869,575.8911681317599,565.5017452808808,542.9600837686212,39.81743223687085,43640.99005517731,42606.33926070285,40433.20198114655,True,volume_candle,True,0.6047658175345335,enter_on_signal_bar_close,99.72029386282405,99.65048965712008,98.5842294177889,-2.219147191471916,-1.5272652726527358
TRXUSDT,long,2021-10-02 13:00:00,2021-10-02 23:00:00,6589,6599,0.09426,0.09426,0.0,-0.13999999999999999,-0.1399509999999775,BREAK_EVEN_SL,1.9706390328153425,1.3782383419690096,10,62.35057021390536,30.175930677245173,30.034093840021864,2.330564933474394,0.0008271428571428,0.0931523128361177,0.0917232084601739,0.0908461848527714,39.30935155225147,47472.42964608072,46232.1952258552,44263.71151874239,True,rsi_rebound,True,0.5714282003712934,enter_on_signal_bar_close,99.86004900000002,99.79014696570003,99.72029386282405,1.3791640144281876,1.1139401654996917
ETHUSDT,long,2022-02-02 12:00:00,2022-02-02 14:00:00,9540,9542,2799.65,2743.2342857142858,-2.015098826128778,-2.155098826128778,-1.1392509999999878,STOP_LOSS,0.11238003595756244,4.138917728089941,2,61.86580062353,34.221674520235425,33.909207892835525,2.3611148188744173,28.207857142857165,2764.644954621939,2724.318474738629,2633.8082612842254,26.7739748882889,38494.28573983289,38331.772017126845,37877.91774242767,True,vol_and_rsi,True,0.7782301264028686,enter_on_signal_bar_close,100.95522667318278,100.88455801451155,99.80509324375629,-4.7127319486364385,-2.656760666511889
LINKUSDT,long,2022-02-06 01:00:00,2022-02-06 14:00:00,9625,9638,18.082,17.57857142857143,-2.7841420828922216,-2.9241420828922218,-1.1392509999999874,STOP_LOSS,0.33768444948921944,2.995459704880816,13,64.39279777938208,37.88795637013896,37.689436730280974,0.8789916551051262,0.2517142857142863,17.791215868103503,17.39031520032117,16.915341712113392,43.336170051155584,41356.80377183152,40397.70673938246,38692.15906939456,True,rsi_rebound,True,0.8371212089503007,enter_on_signal_bar_close,100.0,99.93,98.86074900000001,-1.1226634221878078,-0.8959185930759818
DOGEUSDT,long,2022-03-02 10:00:00,2022-03-02 13:00:00,10210,10213,0.13503,0.1314185714285716,-2.67453793336918,-2.8145379333691802,-1.139250999999981,STOP_LOSS,0.3101265822784831,2.4920886075950572,3,59.23620835129397,32.47817463488477,31.621038288228217,2.937259377076351,0.0018057142857142,0.133516500523783,0.1316804427747996,0.130068372323318,36.95551623164712,43885.400949742936,42802.119072498645,40423.67298816561,True,rsi_rebound,True,0.4650601289011757,enter_on_signal_bar_close,101.35899900000001,101.28804770070002,100.20426559030254,-0.814633785084809,-2.1846996963637766
ADAUSDT,long,2022-07-18 23:00:00,2022-07-19 20:00:00,13535,13556,0.49,0.5184142857142855,5.798833819241939,5.65883381924194,1.3589990000000114,TAKE_PROFIT,3.2730015082956534,1.7948717948718098,21,64.45579823174536,37.061848989835056,37.00351861139162,1.3351642495537168,0.0094714285714285,0.4776752336988978,0.4666292997944757,0.4524286838939579,26.097922473122456,21871.20612102226,21572.598868273064,20916.576394315285,True,vol_and_rsi,True,0.6571428102040834,enter_on_signal_bar_close,100.0,99.93,101.35899900000001,-2.734693877551014,-2.265306122448979
DOGEUSDT,long,2022-07-18 23:00:00,2022-07-20 04:00:00,13535,13564,0.06753,0.07113428571428551,5.337310401725906,5.197310401725907,1.3589990000000247,TAKE_PROFIT,3.287752675386636,1.8228299643282986,29,62.18405915057474,38.98837287558648,38.526838119615896,0.9083987913648065,0.0012014285714285,0.0662571201446093,0.0652758363404279,0.064293137724453,26.097922473122456,21871.20612102226,21572.598868273064,20916.576394315285,True,rsi_rebound,True,0.7197447644937836,enter_on_signal_bar_close,100.20426559030254,100.13412260438933,101.56604055763212,-2.0731526728861427,-2.354509107063539
FTMUSDT,long,2022-10-27 04:00:00,2022-10-27 07:00:00,15820,15823,0.2221,0.2221,0.0,-0.13999999999999999,-0.1399509999999775,BREAK_EVEN_SL,2.5912596401028587,0.17994858611825396,3,66.16530452089512,35.58927807910999,35.18097514056054,0.9368997986872227,0.0027785714285714,0.2183809636582647,0.214764367133846,0.2087769820112545,43.33080758929887,20645.80619290807,20294.43209596008,19648.1777217926,True,rsi_rebound,True,0.7499997656250733,enter_on_signal_bar_close,99.86004900000002,99.79014696570003,99.72029386282405,0.540297163439895,0.9905447996398054
ADAUSDT,long,2022-10-27 12:00:00,2022-10-27 20:00:00,15948,15956,0.4084,0.396257142857143,-2.973275500209846,-3.1132755002098462,-1.139250999999981,STOP_LOSS,0.032941176470594136,3.4917647058823933,8,56.56409186654744,33.26960257060564,32.967692242008866,2.0819749263694733,0.0060714285714285,0.4052279509828112,0.397382292608177,0.3755401529710774,30.247622230211565,20655.058009236607,20396.66139709018,19726.783048454006,True,vol_and_rsi,True,0.8842104332410076,enter_on_signal_bar_close,101.35899900000001,101.28804770070002,100.20426559030254,-2.375122428991182,-3.8687561214495547
XRPUSDT,long,2022-11-05 18:00:00,2022-11-05 23:00:00,16050,16055,0.5024,0.49231428571428576,-2.007506824385788,-2.147506824385788,-1.1392509999999862,STOP_LOSS,0.03966005665724178,2.776203966005681,5,63.79384115357387,33.25121043208215,32.51537843196027,2.6476917142573706,0.0050428571428571,0.4963280880726533,0.4871651191036884,0.4708662973718266,38.65837777134527,21246.414065429024,20991.42831053837,20570.837060325102,True,rsi_rebound,True,0.4214875684720986,enter_on_signal_bar_close,99.86004900000002,99.79014696570003,98.72239239316704,-0.9554140127388477,-2.8463375796178307
